I tensorflow/core/distributed_runtime/rpc/grpc_channel.cc:197] Initialize GrpcChannelCache for job ps -> {0 -> localhost:2501}
I tensorflow/core/distributed_runtime/rpc/grpc_channel.cc:197] Initialize GrpcChannelCache for job worker -> {0 -> ps-2:2500}
I tensorflow/core/distributed_runtime/rpc/grpc_server_lib.cc:211] Started server with target: grpc://localhost:2501
I tensorflow/core/distributed_runtime/rpc/grpc_channel.cc:197] Initialize GrpcChannelCache for job ps -> {0 -> ps-2:2501}
I tensorflow/core/distributed_runtime/rpc/grpc_channel.cc:197] Initialize GrpcChannelCache for job worker -> {0 -> localhost:2500}
I tensorflow/core/distributed_runtime/rpc/grpc_server_lib.cc:211] Started server with target: grpc://localhost:2500
I tensorflow/core/distributed_runtime/master_session.cc:992] Start master session ff8bfb77c9d1ef73 with config: 
device_filters: "/job:ps"
device_filters: "/job:worker/task:0"
allow_soft_placement: true

job name = worker
task index = 0
Filling queue with 20000 CIFAR images before starting to train. This will take a few minutes.
1.708465: Worker 0: step 57290 (global step: 57289 of 60000) loss = 0.73 examples_per_sec = 749.21 

1.922598: Worker 0: step 57300 (global step: 57299 of 60000) loss = 0.55 examples_per_sec = 665.77 

1.720886: Worker 0: step 57310 (global step: 57309 of 60000) loss = 0.74 examples_per_sec = 743.80 

1.827254: Worker 0: step 57320 (global step: 57319 of 60000) loss = 0.87 examples_per_sec = 700.50 

1.762510: Worker 0: step 57330 (global step: 57329 of 60000) loss = 0.53 examples_per_sec = 726.24 

1.744300: Worker 0: step 57340 (global step: 57339 of 60000) loss = 0.60 examples_per_sec = 733.82 

1.786812: Worker 0: step 57350 (global step: 57349 of 60000) loss = 0.60 examples_per_sec = 716.36 

1.739691: Worker 0: step 57360 (global step: 57359 of 60000) loss = 0.75 examples_per_sec = 735.76 

1.749176: Worker 0: step 57370 (global step: 57369 of 60000) loss = 0.84 examples_per_sec = 731.77 

1.777822: Worker 0: step 57380 (global step: 57379 of 60000) loss = 0.83 examples_per_sec = 719.98 

1.749505: Worker 0: step 57390 (global step: 57389 of 60000) loss = 0.67 examples_per_sec = 731.64 

1.711528: Worker 0: step 57400 (global step: 57399 of 60000) loss = 0.84 examples_per_sec = 747.87 

1.845849: Worker 0: step 57410 (global step: 57409 of 60000) loss = 0.55 examples_per_sec = 693.45 

1.836583: Worker 0: step 57420 (global step: 57419 of 60000) loss = 0.66 examples_per_sec = 696.95 

1.866632: Worker 0: step 57430 (global step: 57429 of 60000) loss = 0.72 examples_per_sec = 685.73 

1.738802: Worker 0: step 57440 (global step: 57439 of 60000) loss = 0.68 examples_per_sec = 736.14 

1.839826: Worker 0: step 57450 (global step: 57449 of 60000) loss = 0.77 examples_per_sec = 695.72 

1.848795: Worker 0: step 57460 (global step: 57459 of 60000) loss = 0.65 examples_per_sec = 692.34 

1.810984: Worker 0: step 57470 (global step: 57469 of 60000) loss = 0.88 examples_per_sec = 706.80 

1.758594: Worker 0: step 57480 (global step: 57479 of 60000) loss = 0.69 examples_per_sec = 727.85 

1.695508: Worker 0: step 57490 (global step: 57489 of 60000) loss = 0.79 examples_per_sec = 754.94 

1.807546: Worker 0: step 57500 (global step: 57499 of 60000) loss = 0.64 examples_per_sec = 708.14 

1.687714: Worker 0: step 57510 (global step: 57509 of 60000) loss = 0.61 examples_per_sec = 758.42 

1.675829: Worker 0: step 57520 (global step: 57519 of 60000) loss = 0.68 examples_per_sec = 763.80 

1.755048: Worker 0: step 57530 (global step: 57529 of 60000) loss = 0.68 examples_per_sec = 729.32 

1.694899: Worker 0: step 57540 (global step: 57539 of 60000) loss = 0.73 examples_per_sec = 755.21 

1.652086: Worker 0: step 57550 (global step: 57549 of 60000) loss = 0.74 examples_per_sec = 774.78 

1.757846: Worker 0: step 57560 (global step: 57559 of 60000) loss = 0.57 examples_per_sec = 728.16 

1.719128: Worker 0: step 57570 (global step: 57569 of 60000) loss = 0.83 examples_per_sec = 744.56 

1.678253: Worker 0: step 57580 (global step: 57579 of 60000) loss = 0.77 examples_per_sec = 762.70 

1.747591: Worker 0: step 57590 (global step: 57589 of 60000) loss = 0.67 examples_per_sec = 732.44 

1.724792: Worker 0: step 57600 (global step: 57599 of 60000) loss = 0.59 examples_per_sec = 742.12 

1.630468: Worker 0: step 57610 (global step: 57609 of 60000) loss = 0.84 examples_per_sec = 785.05 

1.730281: Worker 0: step 57620 (global step: 57619 of 60000) loss = 0.73 examples_per_sec = 739.76 

1.643989: Worker 0: step 57630 (global step: 57629 of 60000) loss = 0.76 examples_per_sec = 778.59 

1.790891: Worker 0: step 57640 (global step: 57639 of 60000) loss = 0.72 examples_per_sec = 714.73 

1.671225: Worker 0: step 57650 (global step: 57649 of 60000) loss = 0.82 examples_per_sec = 765.91 

1.703525: Worker 0: step 57660 (global step: 57659 of 60000) loss = 0.67 examples_per_sec = 751.38 

1.808554: Worker 0: step 57670 (global step: 57669 of 60000) loss = 0.54 examples_per_sec = 707.75 

1.810237: Worker 0: step 57680 (global step: 57679 of 60000) loss = 0.82 examples_per_sec = 707.09 

1.767500: Worker 0: step 57690 (global step: 57689 of 60000) loss = 0.67 examples_per_sec = 724.19 

1.733076: Worker 0: step 57700 (global step: 57699 of 60000) loss = 0.59 examples_per_sec = 738.57 

1.706871: Worker 0: step 57710 (global step: 57709 of 60000) loss = 0.77 examples_per_sec = 749.91 

1.716747: Worker 0: step 57720 (global step: 57719 of 60000) loss = 0.62 examples_per_sec = 745.60 

1.734518: Worker 0: step 57730 (global step: 57729 of 60000) loss = 0.64 examples_per_sec = 737.96 

1.700094: Worker 0: step 57740 (global step: 57739 of 60000) loss = 0.70 examples_per_sec = 752.90 

1.819801: Worker 0: step 57750 (global step: 57749 of 60000) loss = 0.78 examples_per_sec = 703.37 

1.839041: Worker 0: step 57760 (global step: 57759 of 60000) loss = 0.76 examples_per_sec = 696.01 

1.662578: Worker 0: step 57770 (global step: 57769 of 60000) loss = 0.56 examples_per_sec = 769.89 

1.683803: Worker 0: step 57780 (global step: 57779 of 60000) loss = 0.60 examples_per_sec = 760.18 

1.809335: Worker 0: step 57790 (global step: 57789 of 60000) loss = 0.74 examples_per_sec = 707.44 

1.717844: Worker 0: step 57800 (global step: 57799 of 60000) loss = 0.69 examples_per_sec = 745.12 

1.853551: Worker 0: step 57810 (global step: 57809 of 60000) loss = 0.57 examples_per_sec = 690.57 

1.805486: Worker 0: step 57820 (global step: 57819 of 60000) loss = 0.65 examples_per_sec = 708.95 

1.791684: Worker 0: step 57830 (global step: 57829 of 60000) loss = 0.74 examples_per_sec = 714.41 

1.668349: Worker 0: step 57840 (global step: 57839 of 60000) loss = 0.72 examples_per_sec = 767.23 

1.751964: Worker 0: step 57850 (global step: 57849 of 60000) loss = 0.63 examples_per_sec = 730.61 

1.797750: Worker 0: step 57860 (global step: 57859 of 60000) loss = 0.64 examples_per_sec = 712.00 

1.773141: Worker 0: step 57870 (global step: 57869 of 60000) loss = 0.59 examples_per_sec = 721.88 

1.753821: Worker 0: step 57880 (global step: 57879 of 60000) loss = 0.54 examples_per_sec = 729.83 

1.739852: Worker 0: step 57890 (global step: 57889 of 60000) loss = 0.69 examples_per_sec = 735.69 

1.728112: Worker 0: step 57900 (global step: 57899 of 60000) loss = 0.79 examples_per_sec = 740.69 

1.721848: Worker 0: step 57910 (global step: 57909 of 60000) loss = 0.56 examples_per_sec = 743.39 

1.746384: Worker 0: step 57920 (global step: 57919 of 60000) loss = 0.72 examples_per_sec = 732.94 

1.808556: Worker 0: step 57930 (global step: 57929 of 60000) loss = 0.65 examples_per_sec = 707.75 

1.783538: Worker 0: step 57940 (global step: 57939 of 60000) loss = 0.65 examples_per_sec = 717.67 

1.792806: Worker 0: step 57950 (global step: 57949 of 60000) loss = 0.58 examples_per_sec = 713.96 

1.783708: Worker 0: step 57960 (global step: 57959 of 60000) loss = 0.58 examples_per_sec = 717.61 

1.675971: Worker 0: step 57970 (global step: 57969 of 60000) loss = 0.68 examples_per_sec = 763.74 

1.795734: Worker 0: step 57980 (global step: 57979 of 60000) loss = 0.70 examples_per_sec = 712.80 

1.684142: Worker 0: step 57990 (global step: 57989 of 60000) loss = 0.63 examples_per_sec = 760.03 

1.791964: Worker 0: step 58000 (global step: 57999 of 60000) loss = 0.67 examples_per_sec = 714.30 

Taking a Checkpoint @ Global Step 58000
2.433772: Worker 0: step 58010 (global step: 58009 of 60000) loss = 0.60 examples_per_sec = 525.93 

1.696683: Worker 0: step 58020 (global step: 58019 of 60000) loss = 0.58 examples_per_sec = 754.41 

1.722047: Worker 0: step 58030 (global step: 58029 of 60000) loss = 0.72 examples_per_sec = 743.30 

1.735617: Worker 0: step 58040 (global step: 58039 of 60000) loss = 0.79 examples_per_sec = 737.49 

1.727271: Worker 0: step 58050 (global step: 58049 of 60000) loss = 0.72 examples_per_sec = 741.05 

1.734419: Worker 0: step 58060 (global step: 58059 of 60000) loss = 0.63 examples_per_sec = 738.00 

1.718902: Worker 0: step 58070 (global step: 58069 of 60000) loss = 0.66 examples_per_sec = 744.66 

1.701166: Worker 0: step 58080 (global step: 58079 of 60000) loss = 0.83 examples_per_sec = 752.43 

1.786329: Worker 0: step 58090 (global step: 58089 of 60000) loss = 0.56 examples_per_sec = 716.55 

1.691856: Worker 0: step 58100 (global step: 58099 of 60000) loss = 0.76 examples_per_sec = 756.57 

1.794140: Worker 0: step 58110 (global step: 58109 of 60000) loss = 0.61 examples_per_sec = 713.43 

1.785861: Worker 0: step 58120 (global step: 58119 of 60000) loss = 0.59 examples_per_sec = 716.74 

1.704218: Worker 0: step 58130 (global step: 58129 of 60000) loss = 0.75 examples_per_sec = 751.08 

1.729681: Worker 0: step 58140 (global step: 58139 of 60000) loss = 0.73 examples_per_sec = 740.02 

1.850920: Worker 0: step 58150 (global step: 58149 of 60000) loss = 0.88 examples_per_sec = 691.55 

1.783945: Worker 0: step 58160 (global step: 58159 of 60000) loss = 0.65 examples_per_sec = 717.51 

1.889618: Worker 0: step 58170 (global step: 58169 of 60000) loss = 0.72 examples_per_sec = 677.39 

1.759176: Worker 0: step 58180 (global step: 58179 of 60000) loss = 0.65 examples_per_sec = 727.61 

1.681731: Worker 0: step 58190 (global step: 58189 of 60000) loss = 0.75 examples_per_sec = 761.12 

1.706513: Worker 0: step 58200 (global step: 58199 of 60000) loss = 0.68 examples_per_sec = 750.07 

1.699398: Worker 0: step 58210 (global step: 58209 of 60000) loss = 0.65 examples_per_sec = 753.21 

1.682770: Worker 0: step 58220 (global step: 58219 of 60000) loss = 0.78 examples_per_sec = 760.65 

1.705854: Worker 0: step 58230 (global step: 58229 of 60000) loss = 0.75 examples_per_sec = 750.36 

1.739464: Worker 0: step 58240 (global step: 58239 of 60000) loss = 0.84 examples_per_sec = 735.86 

1.702886: Worker 0: step 58250 (global step: 58249 of 60000) loss = 0.76 examples_per_sec = 751.67 

1.706880: Worker 0: step 58260 (global step: 58259 of 60000) loss = 0.68 examples_per_sec = 749.91 

1.659091: Worker 0: step 58270 (global step: 58269 of 60000) loss = 0.59 examples_per_sec = 771.51 

1.729831: Worker 0: step 58280 (global step: 58279 of 60000) loss = 0.75 examples_per_sec = 739.96 

1.663108: Worker 0: step 58290 (global step: 58289 of 60000) loss = 0.67 examples_per_sec = 769.64 

1.656188: Worker 0: step 58300 (global step: 58299 of 60000) loss = 0.74 examples_per_sec = 772.86 

1.670122: Worker 0: step 58310 (global step: 58309 of 60000) loss = 0.67 examples_per_sec = 766.41 

1.738901: Worker 0: step 58320 (global step: 58319 of 60000) loss = 0.61 examples_per_sec = 736.10 

1.781164: Worker 0: step 58330 (global step: 58329 of 60000) loss = 0.63 examples_per_sec = 718.63 

1.779540: Worker 0: step 58340 (global step: 58339 of 60000) loss = 0.84 examples_per_sec = 719.29 

1.861851: Worker 0: step 58350 (global step: 58349 of 60000) loss = 0.71 examples_per_sec = 687.49 

1.767527: Worker 0: step 58360 (global step: 58359 of 60000) loss = 0.73 examples_per_sec = 724.18 

1.796280: Worker 0: step 58370 (global step: 58369 of 60000) loss = 0.65 examples_per_sec = 712.58 

1.823009: Worker 0: step 58380 (global step: 58379 of 60000) loss = 0.67 examples_per_sec = 702.14 

1.725544: Worker 0: step 58390 (global step: 58389 of 60000) loss = 0.68 examples_per_sec = 741.80 

1.648913: Worker 0: step 58400 (global step: 58399 of 60000) loss = 0.73 examples_per_sec = 776.27 

1.801625: Worker 0: step 58410 (global step: 58409 of 60000) loss = 0.65 examples_per_sec = 710.47 

1.738116: Worker 0: step 58420 (global step: 58419 of 60000) loss = 0.85 examples_per_sec = 736.43 

1.674078: Worker 0: step 58430 (global step: 58429 of 60000) loss = 0.58 examples_per_sec = 764.60 

1.809271: Worker 0: step 58440 (global step: 58439 of 60000) loss = 0.65 examples_per_sec = 707.47 

1.803917: Worker 0: step 58450 (global step: 58449 of 60000) loss = 0.80 examples_per_sec = 709.57 

1.749215: Worker 0: step 58460 (global step: 58459 of 60000) loss = 0.68 examples_per_sec = 731.76 

1.956862: Worker 0: step 58470 (global step: 58469 of 60000) loss = 0.80 examples_per_sec = 654.11 

1.756410: Worker 0: step 58480 (global step: 58479 of 60000) loss = 0.65 examples_per_sec = 728.76 

1.768719: Worker 0: step 58490 (global step: 58489 of 60000) loss = 0.70 examples_per_sec = 723.69 

1.871418: Worker 0: step 58500 (global step: 58499 of 60000) loss = 0.64 examples_per_sec = 683.97 

1.847379: Worker 0: step 58510 (global step: 58509 of 60000) loss = 0.81 examples_per_sec = 692.87 

1.749980: Worker 0: step 58520 (global step: 58519 of 60000) loss = 0.72 examples_per_sec = 731.44 

1.757099: Worker 0: step 58530 (global step: 58529 of 60000) loss = 0.78 examples_per_sec = 728.47 

1.779355: Worker 0: step 58540 (global step: 58539 of 60000) loss = 0.82 examples_per_sec = 719.36 

1.887648: Worker 0: step 58550 (global step: 58549 of 60000) loss = 0.75 examples_per_sec = 678.09 

1.831144: Worker 0: step 58560 (global step: 58559 of 60000) loss = 0.71 examples_per_sec = 699.02 

1.809078: Worker 0: step 58570 (global step: 58569 of 60000) loss = 0.74 examples_per_sec = 707.54 

1.748454: Worker 0: step 58580 (global step: 58579 of 60000) loss = 0.73 examples_per_sec = 732.08 

1.738747: Worker 0: step 58590 (global step: 58589 of 60000) loss = 0.77 examples_per_sec = 736.16 

1.826148: Worker 0: step 58600 (global step: 58599 of 60000) loss = 0.66 examples_per_sec = 700.93 

1.781737: Worker 0: step 58610 (global step: 58609 of 60000) loss = 0.78 examples_per_sec = 718.40 

1.837793: Worker 0: step 58620 (global step: 58619 of 60000) loss = 0.71 examples_per_sec = 696.49 

1.729014: Worker 0: step 58630 (global step: 58629 of 60000) loss = 0.81 examples_per_sec = 740.31 

1.850137: Worker 0: step 58640 (global step: 58639 of 60000) loss = 0.69 examples_per_sec = 691.84 

1.760114: Worker 0: step 58650 (global step: 58649 of 60000) loss = 0.62 examples_per_sec = 727.23 

1.868638: Worker 0: step 58660 (global step: 58659 of 60000) loss = 0.78 examples_per_sec = 684.99 

1.837754: Worker 0: step 58670 (global step: 58669 of 60000) loss = 0.80 examples_per_sec = 696.50 

1.833334: Worker 0: step 58680 (global step: 58679 of 60000) loss = 0.69 examples_per_sec = 698.18 

1.702934: Worker 0: step 58690 (global step: 58689 of 60000) loss = 0.71 examples_per_sec = 751.64 

1.789277: Worker 0: step 58700 (global step: 58699 of 60000) loss = 0.61 examples_per_sec = 715.37 

1.805244: Worker 0: step 58710 (global step: 58709 of 60000) loss = 0.75 examples_per_sec = 709.05 

1.798708: Worker 0: step 58720 (global step: 58719 of 60000) loss = 0.59 examples_per_sec = 711.62 

1.764010: Worker 0: step 58730 (global step: 58729 of 60000) loss = 0.73 examples_per_sec = 725.62 

1.647133: Worker 0: step 58740 (global step: 58739 of 60000) loss = 0.69 examples_per_sec = 777.11 

1.754862: Worker 0: step 58750 (global step: 58749 of 60000) loss = 0.65 examples_per_sec = 729.40 

1.794231: Worker 0: step 58760 (global step: 58759 of 60000) loss = 0.60 examples_per_sec = 713.40 

1.757161: Worker 0: step 58770 (global step: 58769 of 60000) loss = 0.64 examples_per_sec = 728.45 

1.752173: Worker 0: step 58780 (global step: 58779 of 60000) loss = 0.75 examples_per_sec = 730.52 

1.804867: Worker 0: step 58790 (global step: 58789 of 60000) loss = 0.77 examples_per_sec = 709.19 

1.842886: Worker 0: step 58800 (global step: 58799 of 60000) loss = 0.70 examples_per_sec = 694.56 

1.821003: Worker 0: step 58810 (global step: 58809 of 60000) loss = 0.69 examples_per_sec = 702.91 

1.765468: Worker 0: step 58820 (global step: 58819 of 60000) loss = 0.70 examples_per_sec = 725.02 

1.813398: Worker 0: step 58830 (global step: 58829 of 60000) loss = 0.64 examples_per_sec = 705.86 

1.735078: Worker 0: step 58840 (global step: 58839 of 60000) loss = 0.68 examples_per_sec = 737.72 

1.815587: Worker 0: step 58850 (global step: 58849 of 60000) loss = 0.58 examples_per_sec = 705.01 

1.763327: Worker 0: step 58860 (global step: 58859 of 60000) loss = 0.58 examples_per_sec = 725.90 

1.755378: Worker 0: step 58870 (global step: 58869 of 60000) loss = 0.60 examples_per_sec = 729.19 

1.803823: Worker 0: step 58880 (global step: 58879 of 60000) loss = 0.85 examples_per_sec = 709.60 

1.776497: Worker 0: step 58890 (global step: 58889 of 60000) loss = 0.87 examples_per_sec = 720.52 

1.777060: Worker 0: step 58900 (global step: 58899 of 60000) loss = 0.73 examples_per_sec = 720.29 

1.790081: Worker 0: step 58910 (global step: 58909 of 60000) loss = 0.71 examples_per_sec = 715.05 

1.695998: Worker 0: step 58920 (global step: 58919 of 60000) loss = 0.72 examples_per_sec = 754.72 

1.778980: Worker 0: step 58930 (global step: 58929 of 60000) loss = 0.87 examples_per_sec = 719.51 

1.818118: Worker 0: step 58940 (global step: 58939 of 60000) loss = 0.69 examples_per_sec = 704.02 

1.768533: Worker 0: step 58950 (global step: 58949 of 60000) loss = 0.64 examples_per_sec = 723.76 

1.776334: Worker 0: step 58960 (global step: 58959 of 60000) loss = 0.61 examples_per_sec = 720.59 

1.759088: Worker 0: step 58970 (global step: 58969 of 60000) loss = 0.78 examples_per_sec = 727.65 

1.817131: Worker 0: step 58980 (global step: 58979 of 60000) loss = 0.88 examples_per_sec = 704.41 

1.762720: Worker 0: step 58990 (global step: 58989 of 60000) loss = 0.72 examples_per_sec = 726.15 

1.922079: Worker 0: step 59000 (global step: 58999 of 60000) loss = 0.75 examples_per_sec = 665.95 

Taking a Checkpoint @ Global Step 59000
2.499445: Worker 0: step 59010 (global step: 59009 of 60000) loss = 0.74 examples_per_sec = 512.11 

1.965208: Worker 0: step 59020 (global step: 59019 of 60000) loss = 0.80 examples_per_sec = 651.33 

1.689513: Worker 0: step 59030 (global step: 59029 of 60000) loss = 0.74 examples_per_sec = 757.61 

1.834086: Worker 0: step 59040 (global step: 59039 of 60000) loss = 0.56 examples_per_sec = 697.90 

1.852842: Worker 0: step 59050 (global step: 59049 of 60000) loss = 0.60 examples_per_sec = 690.83 

1.771873: Worker 0: step 59060 (global step: 59059 of 60000) loss = 0.72 examples_per_sec = 722.40 

1.697192: Worker 0: step 59070 (global step: 59069 of 60000) loss = 0.62 examples_per_sec = 754.19 

1.807262: Worker 0: step 59080 (global step: 59079 of 60000) loss = 0.80 examples_per_sec = 708.25 

1.802495: Worker 0: step 59090 (global step: 59089 of 60000) loss = 0.72 examples_per_sec = 710.13 

1.706376: Worker 0: step 59100 (global step: 59099 of 60000) loss = 0.63 examples_per_sec = 750.13 

1.698383: Worker 0: step 59110 (global step: 59109 of 60000) loss = 0.69 examples_per_sec = 753.66 

1.660516: Worker 0: step 59120 (global step: 59119 of 60000) loss = 0.66 examples_per_sec = 770.84 

1.712987: Worker 0: step 59130 (global step: 59129 of 60000) loss = 0.74 examples_per_sec = 747.23 

1.994315: Worker 0: step 59140 (global step: 59139 of 60000) loss = 0.63 examples_per_sec = 641.82 
